Date,Time,Building,Floor,Carbon Emissions (kg CO₂),Source Type
10/14/2024,17:00,ECSW UTD,3,5.24,HVAC
10/14/2024,17:00,ECSW UTD,3,2.27,Lighting
10/14/2024,17:00,ECSW UTD,3,3.27,Computing
10/14/2024,17:00,ECSW UTD,3,3.87,Refrigeration
10/14/2024,17:00,ECSW UTD,3,1.44,Office Equipment
10/14/2024,17:00,ECSW UTD,4,5.16,HVAC
10/14/2024,17:00,ECSW UTD,4,2.04,Lighting
10/14/2024,17:00,ECSW UTD,4,1.89,Computing
10/14/2024,17:00,ECSW UTD,4,3.89,Refrigeration
10/14/2024,17:00,ECSW UTD,4,1.07,Office Equipment
10/15/2024,9:00,ECSW UTD,1,5.09,HVAC
10/15/2024,9:00,ECSW UTD,1,3.49,Lighting
10/15/2024,9:00,ECSW UTD,1,3.18,Computing
10/15/2024,9:00,ECSW UTD,1,3.84,Refrigeration
10/15/2024,9:00,ECSW UTD,1,1.96,Office Equipment
10/15/2024,9:00,ECSW UTD,2,5.24,HVAC
10/15/2024,9:00,ECSW UTD,2,2.21,Lighting
10/15/2024,9:00,ECSW UTD,2,3.3,Computing
10/15/2024,9:00,ECSW UTD,2,5.03,Refrigeration
10/15/2024,9:00,ECSW UTD,2,0.93,Office Equipment
10/15/2024,9:00,ECSW UTD,3,5.24,HVAC
10/15/2024,9:00,ECSW UTD,3,1.54,Lighting
10/15/2024,9:00,ECSW UTD,3,3.28,Computing
10/15/2024,9:00,ECSW UTD,3,3.54,Refrigeration
10/15/2024,9:00,ECSW UTD,3,1.29,Office Equipment
10/15/2024,9:00,ECSW UTD,4,4.85,HVAC
10/15/2024,9:00,ECSW UTD,4,2.49,Lighting
10/15/2024,9:00,ECSW UTD,4,3.46,Computing
10/15/2024,9:00,ECSW UTD,4,3.38,Refrigeration
10/15/2024,9:00,ECSW UTD,4,1.53,Office Equipment
10/15/2024,10:00,ECSW UTD,1,4.65,HVAC
10/15/2024,10:00,ECSW UTD,1,1.37,Lighting
10/15/2024,10:00,ECSW UTD,1,2.89,Computing
10/15/2024,10:00,ECSW UTD,1,3.85,Refrigeration
10/15/2024,10:00,ECSW UTD,1,2.71,Office Equipment
10/15/2024,10:00,ECSW UTD,2,5.22,HVAC
10/15/2024,10:00,ECSW UTD,2,1.31,Lighting
10/15/2024,10:00,ECSW UTD,2,2.72,Computing
10/15/2024,10:00,ECSW UTD,2,4.51,Refrigeration
10/15/2024,10:00,ECSW UTD,2,2.54,Office Equipment
10/15/2024,10:00,ECSW UTD,3,4.21,HVAC
10/15/2024,10:00,ECSW UTD,3,1.06,Lighting
10/15/2024,10:00,ECSW UTD,3,3.94,Computing
10/15/2024,10:00,ECSW UTD,3,4.19,Refrigeration
10/15/2024,10:00,ECSW UTD,3,1.07,Office Equipment
10/15/2024,10:00,ECSW UTD,4,5.27,HVAC
10/15/2024,10:00,ECSW UTD,4,0.68,Lighting
10/15/2024,10:00,ECSW UTD,4,3,Computing
10/15/2024,10:00,ECSW UTD,4,4.16,Refrigeration
10/15/2024,10:00,ECSW UTD,4,1.96,Office Equipment
10/15/2024,11:00,ECSW UTD,1,4.49,HVAC
10/15/2024,11:00,ECSW UTD,1,2.04,Lighting
10/15/2024,11:00,ECSW UTD,1,2.54,Computing
10/15/2024,11:00,ECSW UTD,1,4.13,Refrigeration
10/15/2024,11:00,ECSW UTD,1,1.05,Office Equipment
10/15/2024,11:00,ECSW UTD,2,4.8,HVAC
10/15/2024,11:00,ECSW UTD,2,1.5,Lighting
10/15/2024,11:00,ECSW UTD,2,3.33,Computing
10/15/2024,11:00,ECSW UTD,2,4.43,Refrigeration
10/15/2024,11:00,ECSW UTD,2,1.38,Office Equipment
10/15/2024,11:00,ECSW UTD,3,5.02,HVAC
10/15/2024,11:00,ECSW UTD,3,1.28,Lighting
10/15/2024,11:00,ECSW UTD,3,2.85,Computing
10/15/2024,11:00,ECSW UTD,3,3.97,Refrigeration
10/15/2024,11:00,ECSW UTD,3,2.81,Office Equipment
10/15/2024,11:00,ECSW UTD,4,4.44,HVAC
10/15/2024,11:00,ECSW UTD,4,2.73,Lighting
10/15/2024,11:00,ECSW UTD,4,3.5,Computing
10/15/2024,11:00,ECSW UTD,4,4.14,Refrigeration
10/15/2024,11:00,ECSW UTD,4,2.38,Office Equipment
10/15/2024,12:00,ECSW UTD,1,5.19,HVAC
10/15/2024,12:00,ECSW UTD,1,2.19,Lighting
10/15/2024,12:00,ECSW UTD,1,2.97,Computing
10/15/2024,12:00,ECSW UTD,1,4.61,Refrigeration
10/15/2024,12:00,ECSW UTD,1,2.05,Office Equipment
10/15/2024,12:00,ECSW UTD,2,4.69,HVAC
10/15/2024,12:00,ECSW UTD,2,1.34,Lighting
10/15/2024,12:00,ECSW UTD,2,2.9,Computing
10/15/2024,12:00,ECSW UTD,2,3.6,Refrigeration
10/15/2024,12:00,ECSW UTD,2,1.47,Office Equipment
10/15/2024,12:00,ECSW UTD,3,5.62,HVAC
10/15/2024,12:00,ECSW UTD,3,1.77,Lighting
10/15/2024,12:00,ECSW UTD,3,2.98,Computing
10/15/2024,12:00,ECSW UTD,3,4.03,Refrigeration
10/15/2024,12:00,ECSW UTD,3,1.92,Office Equipment
10/15/2024,12:00,ECSW UTD,4,3.88,HVAC
10/15/2024,12:00,ECSW UTD,4,1.7,Lighting
10/15/2024,12:00,ECSW UTD,4,3.11,Computing
10/15/2024,12:00,ECSW UTD,4,4.6,Refrigeration
10/15/2024,12:00,ECSW UTD,4,1.25,Office Equipment
10/15/2024,13:00,ECSW UTD,1,4.06,HVAC
10/15/2024,13:00,ECSW UTD,1,2.31,Lighting
10/15/2024,13:00,ECSW UTD,1,2.68,Computing
10/15/2024,13:00,ECSW UTD,1,3.41,Refrigeration
10/15/2024,13:00,ECSW UTD,1,1.19,Office Equipment
10/15/2024,13:00,ECSW UTD,2,4.91,HVAC
10/15/2024,13:00,ECSW UTD,2,1.7,Lighting
10/15/2024,13:00,ECSW UTD,2,1.9,Computing
10/15/2024,13:00,ECSW UTD,2,4.45,Refrigeration
10/15/2024,13:00,ECSW UTD,2,2.14,Office Equipment
10/15/2024,13:00,ECSW UTD,3,5.33,HVAC
10/15/2024,13:00,ECSW UTD,3,1.43,Lighting
10/15/2024,13:00,ECSW UTD,3,2.9,Computing
10/15/2024,13:00,ECSW UTD,3,4,Refrigeration
10/15/2024,13:00,ECSW UTD,3,1.8,Office Equipment
10/15/2024,13:00,ECSW UTD,4,5.33,HVAC
10/15/2024,13:00,ECSW UTD,4,1.63,Lighting
10/15/2024,13:00,ECSW UTD,4,3.04,Computing
10/15/2024,13:00,ECSW UTD,4,4.23,Refrigeration
10/15/2024,13:00,ECSW UTD,4,2.23,Office Equipment
10/15/2024,14:00,ECSW UTD,1,5.35,HVAC
10/15/2024,14:00,ECSW UTD,1,2.39,Lighting
10/15/2024,14:00,ECSW UTD,1,3.04,Computing
10/15/2024,14:00,ECSW UTD,1,4.71,Refrigeration
10/15/2024,14:00,ECSW UTD,1,1.7,Office Equipment
10/15/2024,14:00,ECSW UTD,2,4.57,HVAC
10/15/2024,14:00,ECSW UTD,2,2.7,Lighting
10/15/2024,14:00,ECSW UTD,2,3.35,Computing
10/15/2024,14:00,ECSW UTD,2,3.78,Refrigeration
10/15/2024,14:00,ECSW UTD,2,1.26,Office Equipment
10/15/2024,14:00,ECSW UTD,3,5.15,HVAC
10/15/2024,14:00,ECSW UTD,3,2.23,Lighting
10/15/2024,14:00,ECSW UTD,3,3.1,Computing
10/15/2024,14:00,ECSW UTD,3,4.16,Refrigeration
10/15/2024,14:00,ECSW UTD,3,2.35,Office Equipment
10/15/2024,14:00,ECSW UTD,4,5.54,HVAC
10/15/2024,14:00,ECSW UTD,4,2.1,Lighting
10/15/2024,14:00,ECSW UTD,4,3.47,Computing
10/15/2024,14:00,ECSW UTD,4,3.48,Refrigeration
10/15/2024,14:00,ECSW UTD,4,1.7,Office Equipment
10/15/2024,15:00,ECSW UTD,1,5.9,HVAC
10/15/2024,15:00,ECSW UTD,1,1.89,Lighting
10/15/2024,15:00,ECSW UTD,1,2.58,Computing
10/15/2024,15:00,ECSW UTD,1,3.67,Refrigeration
10/15/2024,15:00,ECSW UTD,1,0.96,Office Equipment
10/15/2024,15:00,ECSW UTD,2,4.61,HVAC
10/15/2024,15:00,ECSW UTD,2,1.81,Lighting
10/15/2024,15:00,ECSW UTD,2,2.3,Computing
10/15/2024,15:00,ECSW UTD,2,4.01,Refrigeration
10/15/2024,15:00,ECSW UTD,2,1.95,Office Equipment
10/15/2024,15:00,ECSW UTD,3,4.55,HVAC
10/15/2024,15:00,ECSW UTD,3,2.76,Lighting
10/15/2024,15:00,ECSW UTD,3,3.26,Computing
10/15/2024,15:00,ECSW UTD,3,4.52,Refrigeration
10/15/2024,15:00,ECSW UTD,3,1.17,Office Equipment
10/15/2024,15:00,ECSW UTD,4,5.43,HVAC
10/15/2024,15:00,ECSW UTD,4,1.45,Lighting
10/15/2024,15:00,ECSW UTD,4,3.45,Computing
10/15/2024,15:00,ECSW UTD,4,4.09,Refrigeration
10/15/2024,15:00,ECSW UTD,4,1.78,Office Equipment
10/15/2024,16:00,ECSW UTD,1,4.41,HVAC
10/15/2024,16:00,ECSW UTD,1,1.55,Lighting
10/15/2024,16:00,ECSW UTD,1,3.3,Computing
10/15/2024,16:00,ECSW UTD,1,3.53,Refrigeration
10/15/2024,16:00,ECSW UTD,1,1.73,Office Equipment
10/15/2024,16:00,ECSW UTD,2,4.32,HVAC
10/15/2024,16:00,ECSW UTD,2,2.42,Lighting
10/15/2024,16:00,ECSW UTD,2,2.38,Computing
10/15/2024,16:00,ECSW UTD,2,4.28,Refrigeration
10/15/2024,16:00,ECSW UTD,2,1.81,Office Equipment
10/15/2024,16:00,ECSW UTD,3,4.65,HVAC
10/15/2024,16:00,ECSW UTD,3,2.29,Lighting
10/15/2024,16:00,ECSW UTD,3,3.13,Computing
10/15/2024,16:00,ECSW UTD,3,3.73,Refrigeration
10/15/2024,16:00,ECSW UTD,3,1,Office Equipment
10/15/2024,16:00,ECSW UTD,4,4.02,HVAC
10/15/2024,16:00,ECSW UTD,4,2.17,Lighting
10/15/2024,16:00,ECSW UTD,4,2.22,Computing
10/15/2024,16:00,ECSW UTD,4,4.05,Refrigeration
10/15/2024,16:00,ECSW UTD,4,1.37,Office Equipment
10/15/2024,17:00,ECSW UTD,1,5.34,HVAC
10/15/2024,17:00,ECSW UTD,1,1.85,Lighting
10/15/2024,17:00,ECSW UTD,1,2.84,Computing
10/15/2024,17:00,ECSW UTD,1,4.37,Refrigeration
10/15/2024,17:00,ECSW UTD,1,1.67,Office Equipment
10/15/2024,17:00,ECSW UTD,2,5.16,HVAC
10/15/2024,17:00,ECSW UTD,2,2.23,Lighting
10/15/2024,17:00,ECSW UTD,2,2.23,Computing
10/15/2024,17:00,ECSW UTD,2,4.38,Refrigeration
10/15/2024,17:00,ECSW UTD,2,1.81,Office Equipment
10/15/2024,17:00,ECSW UTD,3,4.49,HVAC
10/15/2024,17:00,ECSW UTD,3,1.88,Lighting
10/15/2024,17:00,ECSW UTD,3,2.98,Computing
10/15/2024,17:00,ECSW UTD,3,3.93,Refrigeration
10/15/2024,17:00,ECSW UTD,3,1.67,Office Equipment
10/15/2024,17:00,ECSW UTD,4,5.72,HVAC
10/15/2024,17:00,ECSW UTD,4,2.54,Lighting
10/15/2024,17:00,ECSW UTD,4,2.34,Computing
10/15/2024,17:00,ECSW UTD,4,4.31,Refrigeration
10/15/2024,17:00,ECSW UTD,4,2.16,Office Equipment
10/16/2024,9:00,ECSW UTD,1,5.19,HVAC
10/16/2024,9:00,ECSW UTD,1,2.55,Lighting
10/16/2024,9:00,ECSW UTD,1,4.01,Computing
10/16/2024,9:00,ECSW UTD,1,4.51,Refrigeration
10/16/2024,9:00,ECSW UTD,1,1.62,Office Equipment
10/16/2024,9:00,ECSW UTD,2,5.52,HVAC
10/16/2024,9:00,ECSW UTD,2,2.07,Lighting
10/16/2024,9:00,ECSW UTD,2,3.01,Computing
10/16/2024,9:00,ECSW UTD,2,3.82,Refrigeration
10/16/2024,9:00,ECSW UTD,2,2.28,Office Equipment
10/16/2024,9:00,ECSW UTD,3,4.59,HVAC
10/16/2024,9:00,ECSW UTD,3,2.77,Lighting
10/16/2024,9:00,ECSW UTD,3,3.25,Computing
10/16/2024,9:00,ECSW UTD,3,3.3,Refrigeration
10/16/2024,9:00,ECSW UTD,3,1.68,Office Equipment
10/16/2024,9:00,ECSW UTD,4,3.95,HVAC
10/16/2024,9:00,ECSW UTD,4,2.31,Lighting
10/16/2024,9:00,ECSW UTD,4,3.44,Computing
10/16/2024,9:00,ECSW UTD,4,3.7,Refrigeration
10/16/2024,9:00,ECSW UTD,4,1.56,Office Equipment
10/16/2024,10:00,ECSW UTD,1,5.98,HVAC
10/16/2024,10:00,ECSW UTD,1,1.75,Lighting
10/16/2024,10:00,ECSW UTD,1,2.47,Computing
10/16/2024,10:00,ECSW UTD,1,4.74,Refrigeration
10/16/2024,10:00,ECSW UTD,1,2.48,Office Equipment
10/16/2024,10:00,ECSW UTD,2,5,HVAC
10/16/2024,10:00,ECSW UTD,2,2.51,Lighting
10/16/2024,10:00,ECSW UTD,2,3.67,Computing
10/16/2024,10:00,ECSW UTD,2,3.63,Refrigeration
10/16/2024,10:00,ECSW UTD,2,1.26,Office Equipment
10/16/2024,10:00,ECSW UTD,3,5.62,HVAC
10/16/2024,10:00,ECSW UTD,3,2.84,Lighting
10/16/2024,10:00,ECSW UTD,3,3.28,Computing
10/16/2024,10:00,ECSW UTD,3,3.56,Refrigeration
10/16/2024,10:00,ECSW UTD,3,2.49,Office Equipment
10/16/2024,10:00,ECSW UTD,4,4.73,HVAC
10/16/2024,10:00,ECSW UTD,4,1.83,Lighting
10/16/2024,10:00,ECSW UTD,4,3.17,Computing
10/16/2024,10:00,ECSW UTD,4,4.78,Refrigeration
10/16/2024,10:00,ECSW UTD,4,1.93,Office Equipment
10/16/2024,11:00,ECSW UTD,1,5.21,HVAC
10/16/2024,11:00,ECSW UTD,1,2.23,Lighting
10/16/2024,11:00,ECSW UTD,1,3.02,Computing
10/16/2024,11:00,ECSW UTD,1,4.28,Refrigeration
10/16/2024,11:00,ECSW UTD,1,0.24,Office Equipment
10/16/2024,11:00,ECSW UTD,2,4.85,HVAC
10/16/2024,11:00,ECSW UTD,2,2.12,Lighting
10/16/2024,11:00,ECSW UTD,2,2.42,Computing
10/16/2024,11:00,ECSW UTD,2,4.19,Refrigeration
10/16/2024,11:00,ECSW UTD,2,1.4,Office Equipment
10/16/2024,11:00,ECSW UTD,3,5.88,HVAC
10/16/2024,11:00,ECSW UTD,3,2.79,Lighting
10/16/2024,11:00,ECSW UTD,3,2.77,Computing
10/16/2024,11:00,ECSW UTD,3,3.92,Refrigeration
10/16/2024,11:00,ECSW UTD,3,1.46,Office Equipment
10/16/2024,11:00,ECSW UTD,4,4.77,HVAC
10/16/2024,11:00,ECSW UTD,4,2.1,Lighting
10/16/2024,11:00,ECSW UTD,4,2.62,Computing
10/16/2024,11:00,ECSW UTD,4,3.43,Refrigeration
10/16/2024,11:00,ECSW UTD,4,1.81,Office Equipment
10/16/2024,12:00,ECSW UTD,1,5.31,HVAC
10/16/2024,12:00,ECSW UTD,1,1.6,Lighting
10/16/2024,12:00,ECSW UTD,1,3.45,Computing
10/16/2024,12:00,ECSW UTD,1,3.68,Refrigeration
10/16/2024,12:00,ECSW UTD,1,1.63,Office Equipment
10/16/2024,12:00,ECSW UTD,2,5.41,HVAC
10/16/2024,12:00,ECSW UTD,2,1.98,Lighting
10/16/2024,12:00,ECSW UTD,2,3.23,Computing
10/16/2024,12:00,ECSW UTD,2,3.74,Refrigeration
10/16/2024,12:00,ECSW UTD,2,1.4,Office Equipment
10/16/2024,12:00,ECSW UTD,3,4.9,HVAC
10/16/2024,12:00,ECSW UTD,3,1.63,Lighting
10/16/2024,12:00,ECSW UTD,3,2.91,Computing
10/16/2024,12:00,ECSW UTD,3,3.23,Refrigeration
10/16/2024,12:00,ECSW UTD,3,1.25,Office Equipment
10/16/2024,12:00,ECSW UTD,4,4.86,HVAC
10/16/2024,12:00,ECSW UTD,4,1.87,Lighting
10/16/2024,12:00,ECSW UTD,4,2.88,Computing
10/16/2024,12:00,ECSW UTD,4,3.97,Refrigeration
10/16/2024,12:00,ECSW UTD,4,1.74,Office Equipment
10/16/2024,13:00,ECSW UTD,1,5.44,HVAC
10/16/2024,13:00,ECSW UTD,1,1.68,Lighting
10/16/2024,13:00,ECSW UTD,1,2.4,Computing
10/16/2024,13:00,ECSW UTD,1,3.48,Refrigeration
10/16/2024,13:00,ECSW UTD,1,1.26,Office Equipment
10/16/2024,13:00,ECSW UTD,2,4.82,HVAC
10/16/2024,13:00,ECSW UTD,2,1.62,Lighting
10/16/2024,13:00,ECSW UTD,2,2.35,Computing
10/16/2024,13:00,ECSW UTD,2,3.77,Refrigeration
10/16/2024,13:00,ECSW UTD,2,1.59,Office Equipment
10/16/2024,13:00,ECSW UTD,3,5.3,HVAC
10/16/2024,13:00,ECSW UTD,3,1.72,Lighting
10/16/2024,13:00,ECSW UTD,3,2.79,Computing
10/16/2024,13:00,ECSW UTD,3,3.54,Refrigeration
10/16/2024,13:00,ECSW UTD,3,1.48,Office Equipment
10/16/2024,13:00,ECSW UTD,4,4.58,HVAC
10/16/2024,13:00,ECSW UTD,4,2.29,Lighting
10/16/2024,13:00,ECSW UTD,4,2.11,Computing
10/16/2024,13:00,ECSW UTD,4,3.82,Refrigeration
10/16/2024,13:00,ECSW UTD,4,1.65,Office Equipment
10/16/2024,14:00,ECSW UTD,1,5.09,HVAC
10/16/2024,14:00,ECSW UTD,1,3.35,Lighting
10/16/2024,14:00,ECSW UTD,1,3.17,Computing
10/16/2024,14:00,ECSW UTD,1,3.5,Refrigeration
10/16/2024,14:00,ECSW UTD,1,1.45,Office Equipment
10/16/2024,14:00,ECSW UTD,2,4.11,HVAC
10/16/2024,14:00,ECSW UTD,2,1.96,Lighting
10/16/2024,14:00,ECSW UTD,2,2.58,Computing
10/16/2024,14:00,ECSW UTD,2,4.46,Refrigeration
10/16/2024,14:00,ECSW UTD,2,1.23,Office Equipment
10/16/2024,14:00,ECSW UTD,3,4.94,HVAC
10/16/2024,14:00,ECSW UTD,3,1.68,Lighting
10/16/2024,14:00,ECSW UTD,3,3.87,Computing
10/16/2024,14:00,ECSW UTD,3,3.84,Refrigeration
10/16/2024,14:00,ECSW UTD,3,2.42,Office Equipment
10/16/2024,14:00,ECSW UTD,4,5.41,HVAC
10/16/2024,14:00,ECSW UTD,4,2.24,Lighting
10/16/2024,14:00,ECSW UTD,4,3.18,Computing
10/16/2024,14:00,ECSW UTD,4,4.2,Refrigeration
10/16/2024,14:00,ECSW UTD,4,0.54,Office Equipment
10/16/2024,15:00,ECSW UTD,1,4.86,HVAC
10/16/2024,15:00,ECSW UTD,1,2.42,Lighting
10/16/2024,15:00,ECSW UTD,1,2.98,Computing
10/16/2024,15:00,ECSW UTD,1,3.3,Refrigeration
10/16/2024,15:00,ECSW UTD,1,1.47,Office Equipment
10/16/2024,15:00,ECSW UTD,2,5.85,HVAC
10/16/2024,15:00,ECSW UTD,2,2.62,Lighting
10/16/2024,15:00,ECSW UTD,2,2.97,Computing
10/16/2024,15:00,ECSW UTD,2,4.48,Refrigeration
10/16/2024,15:00,ECSW UTD,2,1.32,Office Equipment
10/16/2024,15:00,ECSW UTD,3,4.15,HVAC
10/16/2024,15:00,ECSW UTD,3,1.54,Lighting
10/16/2024,15:00,ECSW UTD,3,3.78,Computing
10/16/2024,15:00,ECSW UTD,3,3.86,Refrigeration
10/16/2024,15:00,ECSW UTD,3,1.38,Office Equipment
10/16/2024,15:00,ECSW UTD,4,4.85,HVAC
10/16/2024,15:00,ECSW UTD,4,2.95,Lighting
10/16/2024,15:00,ECSW UTD,4,3.81,Computing
10/16/2024,15:00,ECSW UTD,4,5.11,Refrigeration
10/16/2024,15:00,ECSW UTD,4,1.42,Office Equipment
10/16/2024,16:00,ECSW UTD,1,5.15,HVAC
10/16/2024,16:00,ECSW UTD,1,1.24,Lighting
10/16/2024,16:00,ECSW UTD,1,3.74,Computing
10/16/2024,16:00,ECSW UTD,1,3.42,Refrigeration
10/16/2024,16:00,ECSW UTD,1,1.61,Office Equipment
10/16/2024,16:00,ECSW UTD,2,4.45,HVAC
10/16/2024,16:00,ECSW UTD,2,1.71,Lighting
10/16/2024,16:00,ECSW UTD,2,2.58,Computing
10/16/2024,16:00,ECSW UTD,2,3.7,Refrigeration
10/16/2024,16:00,ECSW UTD,2,1.23,Office Equipment
10/16/2024,16:00,ECSW UTD,3,4.73,HVAC
10/16/2024,16:00,ECSW UTD,3,2.42,Lighting
10/16/2024,16:00,ECSW UTD,3,2.45,Computing
10/16/2024,16:00,ECSW UTD,3,4.11,Refrigeration
10/16/2024,16:00,ECSW UTD,3,2.11,Office Equipment
10/16/2024,16:00,ECSW UTD,4,4.74,HVAC
10/16/2024,16:00,ECSW UTD,4,1.64,Lighting
10/16/2024,16:00,ECSW UTD,4,2.88,Computing
10/16/2024,16:00,ECSW UTD,4,4.59,Refrigeration
10/16/2024,16:00,ECSW UTD,4,1.6,Office Equipment
10/16/2024,17:00,ECSW UTD,1,4.73,HVAC
10/16/2024,17:00,ECSW UTD,1,2.24,Lighting
10/16/2024,17:00,ECSW UTD,1,2.45,Computing
10/16/2024,17:00,ECSW UTD,1,4.34,Refrigeration
10/16/2024,17:00,ECSW UTD,1,1.7,Office Equipment
10/16/2024,17:00,ECSW UTD,2,4.85,HVAC
10/16/2024,17:00,ECSW UTD,2,1.58,Lighting
10/16/2024,17:00,ECSW UTD,2,2.56,Computing
10/16/2024,17:00,ECSW UTD,2,4.27,Refrigeration
10/16/2024,17:00,ECSW UTD,2,2.11,Office Equipment
10/16/2024,17:00,ECSW UTD,3,4.68,HVAC
10/16/2024,17:00,ECSW UTD,3,2.23,Lighting
10/16/2024,17:00,ECSW UTD,3,1.96,Computing
10/16/2024,17:00,ECSW UTD,3,3.71,Refrigeration
10/16/2024,17:00,ECSW UTD,3,1.48,Office Equipment
10/16/2024,17:00,ECSW UTD,4,4.55,HVAC
10/16/2024,17:00,ECSW UTD,4,1.53,Lighting
10/16/2024,17:00,ECSW UTD,4,2.67,Computing
10/16/2024,17:00,ECSW UTD,4,4.15,Refrigeration
10/16/2024,17:00,ECSW UTD,4,1.41,Office Equipment
10/17/2024,9:00,ECSW UTD,1,3.88,HVAC
10/17/2024,9:00,ECSW UTD,1,0.94,Lighting
10/17/2024,9:00,ECSW UTD,1,2.7,Computing
10/17/2024,9:00,ECSW UTD,1,4.23,Refrigeration
10/17/2024,9:00,ECSW UTD,1,0.13,Office Equipment
10/17/2024,9:00,ECSW UTD,2,4.75,HVAC
10/17/2024,9:00,ECSW UTD,2,1.74,Lighting
10/17/2024,9:00,ECSW UTD,2,3.69,Computing
10/17/2024,9:00,ECSW UTD,2,3.81,Refrigeration
10/17/2024,9:00,ECSW UTD,2,1.69,Office Equipment
10/17/2024,9:00,ECSW UTD,3,5.07,HVAC
10/17/2024,9:00,ECSW UTD,3,0.93,Lighting
10/17/2024,9:00,ECSW UTD,3,3.38,Computing
10/17/2024,9:00,ECSW UTD,3,4.11,Refrigeration
10/17/2024,9:00,ECSW UTD,3,1.75,Office Equipment
10/17/2024,9:00,ECSW UTD,4,6.96,HVAC
10/17/2024,9:00,ECSW UTD,4,0.96,Lighting
10/17/2024,9:00,ECSW UTD,4,3.86,Computing
10/17/2024,9:00,ECSW UTD,4,3.86,Refrigeration
10/17/2024,9:00,ECSW UTD,4,1.64,Office Equipment
10/17/2024,10:00,ECSW UTD,1,4.98,HVAC
10/17/2024,10:00,ECSW UTD,1,1.79,Lighting
10/17/2024,10:00,ECSW UTD,1,2.72,Computing
10/17/2024,10:00,ECSW UTD,1,4.16,Refrigeration
10/17/2024,10:00,ECSW UTD,1,0.74,Office Equipment
10/17/2024,10:00,ECSW UTD,2,5.38,HVAC
10/17/2024,10:00,ECSW UTD,2,1.79,Lighting
10/17/2024,10:00,ECSW UTD,2,2.43,Computing
10/17/2024,10:00,ECSW UTD,2,3.77,Refrigeration
10/17/2024,10:00,ECSW UTD,2,2.13,Office Equipment
10/17/2024,10:00,ECSW UTD,3,4.73,HVAC
10/17/2024,10:00,ECSW UTD,3,2.18,Lighting
10/17/2024,10:00,ECSW UTD,3,2.63,Computing
10/17/2024,10:00,ECSW UTD,3,4.38,Refrigeration
10/17/2024,10:00,ECSW UTD,3,1.84,Office Equipment
10/17/2024,10:00,ECSW UTD,4,5.92,HVAC
10/17/2024,10:00,ECSW UTD,4,1.91,Lighting
10/17/2024,10:00,ECSW UTD,4,3.33,Computing
10/17/2024,10:00,ECSW UTD,4,4.05,Refrigeration
10/17/2024,10:00,ECSW UTD,4,2.15,Office Equipment
10/17/2024,11:00,ECSW UTD,1,4.64,HVAC
10/17/2024,11:00,ECSW UTD,1,2.37,Lighting
10/17/2024,11:00,ECSW UTD,1,2.9,Computing
10/17/2024,11:00,ECSW UTD,1,3.97,Refrigeration
10/17/2024,11:00,ECSW UTD,1,1.55,Office Equipment
10/17/2024,11:00,ECSW UTD,2,5.13,HVAC
10/17/2024,11:00,ECSW UTD,2,1.94,Lighting
10/17/2024,11:00,ECSW UTD,2,3.11,Computing
10/17/2024,11:00,ECSW UTD,2,4.79,Refrigeration
10/17/2024,11:00,ECSW UTD,2,1.99,Office Equipment
10/17/2024,11:00,ECSW UTD,3,5.43,HVAC
10/17/2024,11:00,ECSW UTD,3,1.77,Lighting
10/17/2024,11:00,ECSW UTD,3,2.56,Computing
10/17/2024,11:00,ECSW UTD,3,4.48,Refrigeration
10/17/2024,11:00,ECSW UTD,3,1.94,Office Equipment
10/17/2024,11:00,ECSW UTD,4,5.74,HVAC
10/17/2024,11:00,ECSW UTD,4,1.7,Lighting
10/17/2024,11:00,ECSW UTD,4,2.89,Computing
10/17/2024,11:00,ECSW UTD,4,3.18,Refrigeration
10/17/2024,11:00,ECSW UTD,4,1.3,Office Equipment
10/17/2024,12:00,ECSW UTD,1,5.5,HVAC
10/17/2024,12:00,ECSW UTD,1,1.77,Lighting
10/17/2024,12:00,ECSW UTD,1,3.32,Computing
10/17/2024,12:00,ECSW UTD,1,3.9,Refrigeration
10/17/2024,12:00,ECSW UTD,1,1.66,Office Equipment
10/17/2024,12:00,ECSW UTD,2,4.43,HVAC
10/17/2024,12:00,ECSW UTD,2,2.04,Lighting
10/17/2024,12:00,ECSW UTD,2,1.5,Computing
10/17/2024,12:00,ECSW UTD,2,3.91,Refrigeration
10/17/2024,12:00,ECSW UTD,2,0.68,Office Equipment
10/17/2024,12:00,ECSW UTD,3,5.6,HVAC
10/17/2024,12:00,ECSW UTD,3,2.39,Lighting
10/17/2024,12:00,ECSW UTD,3,3.23,Computing
10/17/2024,12:00,ECSW UTD,3,4.76,Refrigeration
10/17/2024,12:00,ECSW UTD,3,1.03,Office Equipment
10/17/2024,12:00,ECSW UTD,4,5.87,HVAC
10/17/2024,12:00,ECSW UTD,4,2.47,Lighting
10/17/2024,12:00,ECSW UTD,4,2.88,Computing
10/17/2024,12:00,ECSW UTD,4,4.57,Refrigeration
10/17/2024,12:00,ECSW UTD,4,0.95,Office Equipment
10/17/2024,13:00,ECSW UTD,1,4.59,HVAC
10/17/2024,13:00,ECSW UTD,1,1.7,Lighting
10/17/2024,13:00,ECSW UTD,1,2.74,Computing
10/17/2024,13:00,ECSW UTD,1,3.47,Refrigeration
10/17/2024,13:00,ECSW UTD,1,2.11,Office Equipment
10/17/2024,13:00,ECSW UTD,2,4.87,HVAC
